year,iso_code,country,economic_freedom,rank,quartile,gdp_growth
2005,CPV,Cape Verde,,,,"6,912457936"
2005,CAF,Central Afr. Rep.,4.74,135.0,4.0,"0,908086102"
2005,TCD,Chad,5.17,131.0,4.0,"17,33253374"
2005,CHL,Chile,7.74,17.0,1.0,"5,559452531"
2005,CHN,China,6.07,105.0,3.0,"11,310035"
2005,COL,Colombia,6.34,91.0,3.0,"4,706555934"
2005,COD,"Congo, Dem. R.",4.61,137.0,4.0,"6,135151156"
2005,COG,"Congo, Rep. Of",4.54,138.0,4.0,"7,755758978"
2005,CRI,Costa Rica,7.56,25.0,1.0,"5,886377313"
2005,CIV,Cote d'Ivoire,5.87,114.0,4.0,"1,255967959"
2005,HRV,Croatia,6.47,83.0,3.0,"4,279805805"
2005,CYP,Cyprus,7.56,25.0,1.0,"3,909963232"
2005,CZE,Czech Rep.,6.98,62.0,2.0,"6,752450791"
2005,DNK,Denmark,7.89,12.0,1.0,"2,445147924"
2005,DOM,Dominican Rep.,6.52,80.0,3.0,"9,262750072"
2005,ECU,Ecuador,5.94,112.0,4.0,"5,291308267"
2005,EGY,Egypt,6.29,96.0,3.0,"4,471744472"
2005,SLV,El Salvador,7.47,32.0,1.0,"3,562814501"
2005,EST,Estonia,7.96,11.0,1.0,"8,853496627"
2005,ETH,Ethiopia,5.54,128.0,4.0,"11,81884442"
2005,FJI,Fiji,7.32,43.0,2.0,"0,7"
2005,FIN,Finland,7.86,13.0,1.0,"2,916059866"
2005,FRA,France,7.31,44.0,2.0,"1,826504514"
2005,GAB,Gabon,5.71,122.0,4.0,"3,021595857"
2005,GMB,"Gambia, The",,,,"-0,94167615"
2005,GEO,Georgia,7.42,34.0,1.0,"9,599640575"
2005,DEU,Germany,7.75,16.0,1.0,"0,684655658"
2005,GHA,Ghana,6.42,86.0,3.0,"5,900003848"
2005,GRC,Greece,7.38,37.0,2.0,"2,280353878"
2005,GTM,Guatemala,7.22,51.0,2.0,"3,260162692"
2005,GIN,Guinea,,,,"2,997272562"
2005,GNB,Guinea-Bissau,4.8,134.0,4.0,"4,923780101"
2005,GUY,Guyana,5.85,115.0,4.0,"-1,956911131"
2005,HTI,Haiti,6.66,76.0,3.0,"1,791686574"
2005,HND,Honduras,7.03,60.0,2.0,"6,050916061"
2005,HKG,Hong Kong,9.05,1.0,1.0,"7,388162189"
2005,HUN,Hungary,7.2,52.0,2.0,"3,964434001"
2005,ISL,Iceland,8.13,8.0,1.0,"7,22998096"
2005,IND,India,6.71,75.0,3.0,"9,284831507"
2005,IDN,Indonesia,6.35,90.0,3.0,"5,692571304"
2005,IRN,Iran,6.09,103.0,3.0,"4,623405402"
2005,IRQ,Iraq,,,,"4,400617192"
2005,IRL,Ireland,8.22,6.0,1.0,"6,080486857"
2005,ISR,Israel,7.3,46.0,2.0,"4,940435151"
2005,ITA,Italy,7.37,40.0,2.0,"0,931267136"
2005,JAM,Jamaica,7.51,29.0,1.0,
2005,JPN,Japan,7.83,15.0,1.0,"1,302728144"
2005,JOR,Jordan,7.3,46.0,2.0,"8,136982083"
2005,KAZ,Kazakhstan,6.88,70.0,2.0,"9,7"
2005,KEN,Kenya,7.15,53.0,2.0,"5,906666078"
2005,KOR,"Korea, South",7.46,33.0,1.0,"3,92368744"
2005,KWT,Kuwait,7.08,56.0,2.0,"10,07595132"
2005,KGZ,Kyrgyz Republic,6.54,79.0,3.0,"-0,175548189"
2005,LAO,Laos,,,,"7,107568369"
2005,LVA,Latvia,7.62,21.0,1.0,"10,60091218"
2005,LBN,Lebanon,,,,"2,702340944"
2005,LSO,Lesotho,5.74,121.0,4.0,"2,704499597"
2005,LBR,Liberia,,,,"9,481315987"
2005,LBY,Libya,,,,"9,9"
2005,LTU,Lithuania,7.37,40.0,2.0,"7,802232865"
2005,LUX,Luxembourg,7.6,23.0,1.0,"5,253000821"
2005,MKD,Macedonia,6.42,86.0,3.0,"4,352166541"
2005,MDG,Madagascar,5.68,124.0,4.0,"4,602880059"
2005,MWI,Malawi,5.37,130.0,4.0,"2,839778225"
2005,MYS,Malaysia,6.84,71.0,3.0,"5,332139139"
2005,MLI,Mali,5.82,117.0,4.0,"6,079794351"
2005,MLT,Malta,7.55,27.0,1.0,"3,66560275"
2005,MRT,Mauritania,6.3,94.0,3.0,"8,969400839"
2005,MUS,Mauritius,7.53,28.0,1.0,"1,241387566"
2005,MEX,Mexico,6.83,72.0,3.0,"3,032573659"
2005,MDA,Moldova,6.73,73.0,3.0,"7,501389578"
2005,MNG,Mongolia,7.08,56.0,2.0,"7,253665443"
2005,MNE,Montenegro,6.3,94.0,3.0,"4,2"
2005,MAR,Morocco,6.28,98.0,3.0,"2,97851241"
2005,MOZ,Mozambique,5.45,129.0,4.0,"8,672666074"
2005,MMR,Myanmar,3.99,139.0,4.0,
2005,NAM,Namibia,6.65,77.0,3.0,"2,529262602"
2005,NPL,Nepal,6.41,88.0,3.0,"3,479181046"
2005,NLD,Netherlands,7.73,18.0,1.0,"2,046466883"
2005,NZL,New Zealand,8.44,3.0,1.0,"3,229558255"
2005,NIC,Nicaragua,7.15,53.0,2.0,"4,282398326"
2005,NER,Niger,5.0,133.0,4.0,"4,5"
2005,NGA,Nigeria,5.95,111.0,4.0,"3,444666813"
2005,NOR,Norway,7.73,18.0,1.0,"2,58893558"
2005,OMN,Oman,7.23,50.0,2.0,"3,994"
2005,PAK,Pakistan,6.09,103.0,3.0,"7,667304273"
2005,PAN,Panama,7.57,24.0,1.0,"7,191278857"
2005,PNG,Pap. New Guinea,6.48,81.0,3.0,"3,596104216"
2005,PRY,Paraguay,6.48,81.0,3.0,"2,133486167"
2005,PER,Peru,7.39,36.0,2.0,"6,284648002"
2005,PHL,Philippines,7.02,61.0,2.0,"4,777663461"
2005,POL,Poland,6.89,68.0,2.0,"3,617049813"
2005,PRT,Portugal,7.25,48.0,2.0,"0,775075553"
2005,QAT,Qatar,,,,"7,492728028"
2005,ROU,Romania,7.24,49.0,2.0,"4,288668349"
2005,RUS,Russia,6.24,99.0,3.0,"6,376187027"
2005,RWA,Rwanda,5.89,113.0,4.0,"9,025718817"
2005,SAU,Saudi Arabia,,,,"7,256071854"
2005,SEN,Senegal,5.76,119.0,4.0,"5,622606857"
2005,SRB,Serbia,5.96,110.0,4.0,"5,4"
2005,SYC,Seychelles,,,,"9,005761179"
2005,SLE,Sierra Leone,5.57,127.0,4.0,"4,332484395"
2005,SGP,Singapore,8.91,2.0,1.0,"7,489157459"
2005,SVK,Slovak Rep,7.63,20.0,1.0,"6,655217262"
2005,SVN,Slovenia,6.91,67.0,2.0,"4,007255923"
2005,ZAF,South Africa,6.97,63.0,2.0,"5,277116992"
2005,ESP,Spain,7.62,21.0,1.0,"3,583646145"
2005,LKA,Sri Lanka,6.44,84.0,3.0,"6,241748044"
2005,SDN,Sudan,,,,"7,489737873"
2005,SUR,Suriname,,,,"4,570714138"
2005,SWZ,Swaziland,,,,"2,46332929"
2005,SWE,Sweden,7.5,31.0,1.0,"3,160784989"
2005,CHE,Switzerland,8.37,4.0,1.0,"2,694952122"
2005,SYR,Syria,5.75,120.0,4.0,"6,2"
2005,TJK,Tajikistan,,,,"6,7"
2005,TZA,Tanzania,6.29,96.0,3.0,"7,369871265"
2005,THA,Thailand,6.72,74.0,3.0,"4,604698946"
2005,TLS,Timor-Leste,,,,"6,54107797"
2005,TGO,Togo,5.69,123.0,4.0,"1,180406953"
2005,TTO,Trinidad & Tob.,7.06,58.0,2.0,"5,764758607"
2005,TUN,Tunisia,6.37,89.0,3.0,"3,819174971"
2005,TUR,Turkey,6.43,85.0,3.0,"8,401617853"
2005,UGA,Uganda,6.94,66.0,2.0,"6,332565117"
2005,UKR,Ukraine,5.81,118.0,4.0,"2,7"
2005,ARE,Unit. Arab Em.,7.38,37.0,2.0,"4,855141195"
2005,GBR,United Kingdom,8.3,5.0,1.0,"3,234799171"
2005,USA,United States,8.22,6.0,1.0,"3,351241469"
2005,URY,Uruguay,7.05,59.0,2.0,"7,460132065"
2005,VEN,Venezuela,4.73,136.0,4.0,"10,3179138"
2005,VNM,Vietnam,6.19,100.0,3.0,"7,547247727"
2005,YEM,"Yemen, Rep.",,,,"5,591748067"
2005,ZMB,Zambia,6.64,78.0,3.0,"5,341379152"
2005,ZWE,Zimbabwe,2.93,141.0,4.0,"-5,711083706"
2004,ALB,Albania,6.97,55.0,2.0,"5,9"
2004,DZA,Algeria,5.04,122.0,4.0,"4,3"
2004,AGO,Angola,,,,"10,87946505"
2004,ARG,Argentina,6.33,82.0,3.0,"9,029573322"
2004,ARM,Armenia,7.36,36.0,2.0,"10,46784186"
2004,AUS,Australia,8.01,10.0,1.0,"4,158102154"
2004,AUT,Austria,7.9,14.0,1.0,"2,589579854"
2004,AZE,Azerbaijan,6.19,87.0,3.0,"10,2"
2004,BHS,Bahamas,7.18,46.0,2.0,"0,882884233"
2004,BHR,Bahrain,7.02,52.0,2.0,"6,980946175"
2004,BGD,Bangladesh,5.72,106.0,4.0,"6,2705029"
2004,BLR,Belarus,,,,"11,44974293"
2004,BEL,Belgium,7.47,29.0,1.0,"3,27431154"
2004,BLZ,Belize,7.02,52.0,2.0,"4,648090814"
2004,BEN,Benin,5.91,99.0,4.0,"3,119857108"
2004,BTN,Bhutan,,,,"5,896408047"
2004,BOL,Bolivia,6.45,77.0,3.0,"4,173295561"
2004,BIH,Bosnia and Herzegovina,,,,"6,1"
2004,BWA,Botswana,7.1,49.0,2.0,"2,705821672"
2004,BRA,Brazil,6.15,88.0,3.0,"5,713916916"
2004,BRN,Brunei Darussalam,,,,"0,504317943"
2004,BGR,Bulgaria,6.81,64.0,2.0,"6,7"
2004,BFA,Burkina Faso,,,,"4,478452136"
2004,BDI,Burundi,4.88,124.0,4.0,"4,833657761"
2004,KHM,Cambodia,,,,"10,34052873"
2004,CMR,Cameroon,5.79,101.0,4.0,"3,701854054"
2004,CAN,Canada,8.17,7.0,1.0,"3,138788259"
2004,CPV,Cape Verde,,,,"10,19707264"
2004,CAF,Central Afr. Rep.,5.29,121.0,4.0,"5,994991722"
2004,TCD,Chad,5.43,119.0,4.0,"33,62937185"
2004,CHL,Chile,7.71,19.0,1.0,"6,041086739"
2004,CHN,China,5.98,97.0,3.0,"10,08504"
2004,COL,Colombia,6.35,79.0,3.0,"5,333022067"
2004,COD,"Congo, Dem. R.",4.64,127.0,4.0,"6,738373932"
2004,COG,"Congo, Rep. Of",4.55,128.0,4.0,"3,476631623"
2004,CRI,Costa Rica,7.22,41.0,2.0,"4,259452774"
2004,CIV,Cote d'Ivoire,5.75,104.0,4.0,"1,793855153"
2004,HRV,Croatia,6.34,80.0,3.0,"4,128437237"
2004,CYP,Cyprus,7.65,21.0,1.0,"4,224693897"
2004,CZE,Czech Rep.,6.94,58.0,2.0,"4,742590846"
2004,DNK,Denmark,8.0,11.0,1.0,"2,296487044"
2004,DOM,Dominican Rep.,5.79,101.0,4.0,"1,311958217"
2004,ECU,Ecuador,5.68,109.0,4.0,"8,211020917"
2004,EGY,Egypt,5.98,97.0,3.0,"4,092071611"
2004,SLV,El Salvador,7.64,22.0,1.0,"1,850535583"
2004,EST,Estonia,7.98,12.0,1.0,"6,342836963"
2004,ETH,Ethiopia,,,,"13,5723613"
2004,FJI,Fiji,6.73,71.0,3.0,"5,3"
2004,FIN,Finland,7.87,15.0,1.0,"4,124870964"
2004,FRA,France,7.38,35.0,2.0,"2,544671191"
2004,GAB,Gabon,5.69,108.0,4.0,"1,3460156"
2004,GMB,"Gambia, The",,,,"7,05"
2004,GEO,Georgia,6.96,56.0,2.0,"5,857330238"
2004,DEU,Germany,7.7,20.0,1.0,"1,161132614"
2004,GHA,Ghana,6.55,75.0,3.0,"5,6"
2004,GRC,Greece,7.26,39.0,2.0,"4,367604356"
2004,GTM,Guatemala,7.22,41.0,2.0,"3,152030513"
2004,GIN,Guinea,,,,"2,340117312"
2004,GNB,Guinea-Bissau,4.84,126.0,4.0,"-0,747583878"
2004,GUY,Guyana,5.76,103.0,4.0,"3,293924792"
2004,HTI,Haiti,6.73,71.0,3.0,"-3,511333077"
2004,HND,Honduras,6.96,56.0,2.0,"6,232302961"
2004,HKG,Hong Kong,8.81,1.0,1.0,"8,70011839"
2004,HUN,Hungary,7.22,41.0,2.0,"4,797186114"
2004,ISL,Iceland,8.06,9.0,1.0,"7,835800887"
2004,IND,India,6.34,80.0,3.0,"7,922936613"
2004,IDN,Indonesia,6.04,93.0,3.0,"5,030873945"
2004,IRN,Iran,6.01,96.0,3.0,"5,084051514"
2004,IRQ,Iraq,,,,"54,15777462"
2004,IRL,Ireland,8.13,8.0,1.0,"4,199789073"
2004,ISR,Israel,7.23,40.0,2.0,"4,844317887"
2004,ITA,Italy,7.29,37.0,2.0,"1,730665278"
2004,JAM,Jamaica,7.55,26.0,1.0,
2004,JPN,Japan,7.77,16.0,1.0,"2,360730113"
2004,JOR,Jordan,6.92,59.0,2.0,"8,562738465"
2004,KAZ,Kazakhstan,,,,"9,6"
2004,KEN,Kenya,6.74,70.0,3.0,"5,104299779"
2004,KOR,"Korea, South",7.47,29.0,1.0,"4,899851507"
2004,KWT,Kuwait,7.09,50.0,2.0,"10,76219425"
2004,KGZ,Kyrgyz Republic,,,,"7,026859686"
2004,LAO,Laos,,,,"6,35769548"
2004,LVA,Latvia,7.61,24.0,1.0,"8,677797396"
2004,LBN,Lebanon,,,,"7,478802316"
2004,LSO,Lesotho,,,,"2,291776874"
2004,LBR,Liberia,,,,"-5,109791656"
2004,LBY,Libya,,,,"4,4"
2004,LTU,Lithuania,7.41,34.0,2.0,"7,350783119"
2004,LUX,Luxembourg,7.98,12.0,1.0,"4,370610971"
2004,MKD,Macedonia,6.07,90.0,3.0,"4,627296618"
2004,MDG,Madagascar,5.73,105.0,4.0,"5,257003622"
2004,MWI,Malawi,5.9,100.0,4.0,"4,851637681"
2004,MYS,Malaysia,6.59,74.0,3.0,"6,783437736"
2004,MLI,Mali,5.66,112.0,4.0,"2,18552024"
2004,MLT,Malta,7.22,41.0,2.0,"-0,503224546"
2004,MRT,Mauritania,,,,"5,747219"
2004,MUS,Mauritius,7.05,51.0,2.0,"5,745767493"
2004,MEX,Mexico,6.84,63.0,2.0,"4,295714251"
2004,MDA,Moldova,,,,"7,410063044"
2004,MNG,Mongolia,6.81,64.0,2.0,"10,62540596"
2004,MNE,Montenegro,,,,"4,4"
2004,MAR,Morocco,6.03,95.0,3.0,"4,80186641"
2004,MOZ,Mozambique,5.61,114.0,4.0,"8,770181375"
2004,MMR,Myanmar,3.79,129.0,4.0,"13,64190607"
2004,NAM,Namibia,6.53,76.0,3.0,"12,2695481"
2004,NPL,Nepal,5.59,116.0,4.0,"4,682603245"
2004,NLD,Netherlands,7.75,17.0,1.0,"2,236514565"
2004,NZL,New Zealand,8.52,3.0,1.0,"3,548618713"
2004,NIC,Nicaragua,6.87,61.0,2.0,"5,31217049"
2004,NER,Niger,4.86,125.0,4.0,"0,1"
2004,NGA,Nigeria,5.6,115.0,4.0,"33,73577503"
2004,NOR,Norway,7.62,23.0,1.0,"3,961030511"
2004,OMN,Oman,7.28,38.0,2.0,"3,4"
2004,PAK,Pakistan,5.68,109.0,4.0,"7,368571358"
2004,PAN,Panama,7.54,28.0,1.0,"7,52208031"
2004,PNG,Pap. New Guinea,6.06,91.0,3.0,"2,721175459"
2004,PRY,Paraguay,6.45,77.0,3.0,"4,057419171"
2004,PER,Peru,7.43,33.0,2.0,"4,959037754"
2004,PHL,Philippines,6.8,67.0,3.0,"6,697636426"
2004,POL,Poland,6.81,64.0,2.0,"5,344799776"
2004,PRT,Portugal,7.44,32.0,1.0,"1,560331573"
2004,QAT,Qatar,,,,"19,21850327"
2004,ROU,Romania,6.63,73.0,3.0,"9,124945121"
2004,RUS,Russia,6.27,84.0,3.0,"7,175949193"
2004,RWA,Rwanda,5.67,111.0,4.0,"6,946390384"
2004,SAU,Saudi Arabia,,,,"8,620212422"
2004,SEN,Senegal,5.7,107.0,4.0,"5,870772213"
2004,SRB,Serbia,,,,"9,3"
2004,SYC,Seychelles,,,,"-2,477945515"
2004,SLE,Sierra Leone,5.3,120.0,4.0,"6,417536687"
2004,SGP,Singapore,8.8,2.0,1.0,"9,549175476"
2004,SVK,Slovak Rep,7.59,25.0,1.0,"5,057804227"
2004,SVN,Slovenia,6.88,60.0,2.0,"4,401806921"
2004,ZAF,South Africa,6.98,54.0,2.0,"4,554543404"
2004,ESP,Spain,7.74,18.0,1.0,"3,259301069"
2004,LKA,Sri Lanka,6.22,86.0,3.0,"5,445061279"
2004,SDN,Sudan,,,,"3,883307403"
2004,SUR,Suriname,,,,"9,25603245"
2004,SWZ,Swaziland,,,,"2,906684386"
2004,SWE,Sweden,7.47,29.0,1.0,"4,23486171"
2004,CHE,Switzerland,8.5,4.0,1.0,"2,421136056"
2004,SYR,Syria,5.53,117.0,4.0,"6,9"
2004,TJK,Tajikistan,,,,"10,3"
2004,TZA,Tanzania,6.04,93.0,3.0,"7,828298381"
2004,THA,Thailand,6.77,69.0,3.0,"6,344073496"
2004,TLS,Timor-Leste,,,,"0,385221502"
2004,TGO,Togo,5.65,113.0,4.0,"2,119065323"
2004,TTO,Trinidad & Tob.,7.15,47.0,2.0,"7,9"
2004,TUN,Tunisia,6.26,85.0,3.0,"5,615626547"
2004,TUR,Turkey,6.29,83.0,3.0,"9,362807563"
2004,UGA,Uganda,6.85,62.0,2.0,"6,807233344"
2004,UKR,Ukraine,5.52,118.0,4.0,"12,1"
2004,ARE,Unit. Arab Em.,7.2,45.0,2.0,"9,566436643"
2004,GBR,United Kingdom,8.34,6.0,1.0,"3,173152335"
2004,USA,United States,8.42,5.0,1.0,"3,798040693"
2004,URY,Uruguay,7.13,48.0,2.0,"5,004160357"
2004,VEN,Venezuela,4.91,123.0,4.0,"18,28660669"
2004,VNM,Vietnam,6.05,92.0,3.0,"7,536410612"
2004,YEM,"Yemen, Rep.",,,,"3,972696389"
2004,ZMB,Zambia,6.8,67.0,3.0,"5,403620789"
2004,ZWE,Zimbabwe,3.25,130.0,4.0,"-5,807537741"
2003,ALB,Albania,7.37,34.0,2.0,"5,7"
2003,DZA,Algeria,4.95,119.0,4.0,"7,2"
2003,AGO,Angola,,,,"5,24756962"
2003,ARG,Argentina,6.16,86.0,3.0,"8,837040783"
2003,ARM,Armenia,,,,"14,04079506"
2003,AUS,Australia,8.06,8.0,1.0,"3,078796707"
2003,AUT,Austria,7.94,13.0,1.0,"0,865919445"
2003,AZE,Azerbaijan,,,,"11,2"
2003,BHS,Bahamas,7.07,48.0,2.0,"-1,264744629"
2003,BHR,Bahrain,7.2,42.0,2.0,"6,023952475"
2003,BGD,Bangladesh,5.82,104.0,4.0,"5,255994272"
2003,BLR,Belarus,,,,"7,043192675"
2003,BEL,Belgium,7.55,24.0,1.0,"0,806831275"
2003,BLZ,Belize,6.56,68.0,3.0,"9,329244616"
2003,BEN,Benin,6.03,95.0,3.0,"3,882508341"
2003,BTN,Bhutan,,,,"7,664333953"
2003,BOL,Bolivia,6.47,75.0,3.0,"2,711339832"
2003,BIH,Bosnia and Herzegovina,,,,4
2003,BWA,Botswana,7.05,49.0,2.0,"4,625894763"
2003,BRA,Brazil,6.08,92.0,3.0,"1,146749064"
2003,BRN,Brunei Darussalam,,,,"2,903955035"
2003,BGR,Bulgaria,6.81,62.0,2.0,"5,5"
2003,BFA,Burkina Faso,,,,"7,802493891"
2003,BDI,Burundi,4.82,122.0,4.0,"-1,223727958"
2003,KHM,Cambodia,,,,"8,505898789"
2003,CMR,Cameroon,5.75,106.0,4.0,"4,030993315"
2003,CAN,Canada,8.16,7.0,1.0,"1,925317461"
2003,CPV,Cape Verde,,,,"4,176259266"
2003,CAF,Central Afr. Rep.,5.43,115.0,4.0,"-5,397469235"
2003,TCD,Chad,5.58,112.0,4.0,"14,72166701"
2003,CHL,Chile,7.76,17.0,1.0,"3,956748481"
2003,CHN,China,6.15,88.0,3.0,"10,025379"
2003,COL,Colombia,6.4,77.0,3.0,"3,918271904"
2003,COD,"Congo, Dem. R.",4.94,120.0,4.0,"5,577822311"
2003,COG,"Congo, Rep. Of",4.72,124.0,4.0,"0,813264075"
2003,CRI,Costa Rica,7.4,31.0,1.0,"6,404510783"
2003,CIV,Cote d'Ivoire,5.71,107.0,4.0,"-1,555364663"
2003,HRV,Croatia,6.3,81.0,3.0,"5,37106763"
2003,CYP,Cyprus,7.01,51.0,2.0,"1,934070122"
2003,CZE,Czech Rep.,6.82,61.0,2.0,"3,766174432"
2003,DNK,Denmark,8.01,11.0,1.0,"0,383831163"
2003,DOM,Dominican Rep.,6.31,80.0,3.0,"-0,253358805"
2003,ECU,Ecuador,6.25,82.0,3.0,"2,722877337"
2003,EGY,Egypt,5.87,102.0,4.0,"3,193517698"
2003,SLV,El Salvador,7.55,24.0,1.0,"2,30003827"
2003,EST,Estonia,7.84,16.0,1.0,"7,765386713"
2003,ETH,Ethiopia,,,,"-2,161082482"
2003,FJI,Fiji,6.53,69.0,3.0,1
2003,FIN,Finland,7.9,14.0,1.0,"2,012433367"
2003,FRA,France,7.33,39.0,2.0,"0,899498052"
2003,GAB,Gabon,5.47,114.0,4.0,"2,475192183"
2003,GMB,"Gambia, The",,,,"6,87"
2003,GEO,Georgia,7.11,46.0,2.0,"11,05810101"
2003,DEU,Germany,7.76,17.0,1.0,"-0,375443937"
2003,GHA,Ghana,6.5,72.0,3.0,"5,2"
2003,GRC,Greece,7.34,38.0,2.0,"5,943790479"
2003,GTM,Guatemala,7.05,49.0,2.0,"2,530837955"
2003,GIN,Guinea,,,,"1,24860126"
2003,GNB,Guinea-Bissau,4.94,120.0,4.0,"-4,938342536"
2003,GUY,Guyana,6.23,83.0,3.0,"-1,005255282"
2003,HTI,Haiti,6.68,67.0,3.0,"0,362430598"
2003,HND,Honduras,6.92,58.0,2.0,"4,547038052"
2003,HKG,Hong Kong,8.85,1.0,1.0,"3,056303617"
2003,HUN,Hungary,7.09,47.0,2.0,"3,850423627"
2003,ISL,Iceland,8.03,9.0,1.0,"2,434412907"
2003,IND,India,6.37,79.0,3.0,"7,860381475"
2003,IDN,Indonesia,6.12,89.0,3.0,"4,780369122"
2003,IRN,Iran,5.89,100.0,4.0,"7,114681217"
2003,IRQ,Iraq,,,,"-33,10083802"
2003,IRL,Ireland,8.03,9.0,1.0,"3,729736641"
2003,ISR,Israel,7.25,40.0,2.0,"1,512184791"
2003,ITA,Italy,7.19,44.0,2.0,"-0,046578301"
2003,JAM,Jamaica,7.46,29.0,1.0,
2003,JPN,Japan,7.85,15.0,1.0,"1,685111722"
2003,JOR,Jordan,6.99,54.0,2.0,"4,163751107"
2003,KAZ,Kazakhstan,,,,"9,3"
2003,KEN,Kenya,6.93,57.0,2.0,"2,932475546"
2003,KOR,"Korea, South",7.35,36.0,2.0,"2,933207053"
2003,KWT,Kuwait,7.51,28.0,1.0,"17,32"
2003,KGZ,Kyrgyz Republic,,,,"7,030296039"
2003,LAO,Laos,,,,"6,066996905"
2003,LVA,Latvia,7.54,27.0,1.0,"7,195939332"
2003,LBN,Lebanon,,,,"3,23739038"
2003,LSO,Lesotho,,,,"4,691154962"
2003,LBR,Liberia,,,,"-32,8321115"
2003,LBY,Libya,,,,13
2003,LTU,Lithuania,7.2,42.0,2.0,"10,24668332"
2003,LUX,Luxembourg,7.97,12.0,1.0,"1,665492139"
2003,MKD,Macedonia,6.19,84.0,3.0,"2,816485134"
2003,MDG,Madagascar,6.0,96.0,4.0,"9,784892122"
2003,MWI,Malawi,6.12,89.0,3.0,"5,5"
2003,MYS,Malaysia,6.42,76.0,3.0,"5,788499281"
2003,MLI,Mali,5.95,99.0,4.0,"7,441394997"
2003,MLT,Malta,6.52,71.0,3.0,"0,132087471"
2003,MRT,Mauritania,,,,"5,978728459"
2003,MUS,Mauritius,7.21,41.0,2.0,"3,656856417"
2003,MEX,Mexico,6.72,65.0,3.0,"1,422671242"
2003,MDA,Moldova,,,,"6,6"
2003,MNG,Mongolia,,,,"7,004634575"
2003,MNE,Montenegro,,,,"2,5"
2003,MAR,Morocco,6.04,93.0,3.0,"6,316967049"
2003,MOZ,Mozambique,5.88,101.0,4.0,"6,023730149"
2003,MMR,Myanmar,3.45,127.0,4.0,"13,84399505"
2003,NAM,Namibia,6.72,65.0,3.0,"4,239794289"
2003,NPL,Nepal,5.65,108.0,4.0,"3,945037767"
2003,NLD,Netherlands,7.72,20.0,1.0,"0,335603995"
2003,NZL,New Zealand,8.49,4.0,1.0,"4,086923365"
2003,NIC,Nicaragua,6.99,54.0,2.0,"2,520732925"
2003,NER,Niger,4.76,123.0,4.0,"5,3"
2003,NGA,Nigeria,5.52,113.0,4.0,"10,35418456"
2003,NOR,Norway,7.66,21.0,1.0,"0,980879421"
2003,OMN,Oman,7.57,23.0,1.0,"0,3"
2003,PAK,Pakistan,5.63,110.0,4.0,"4,846320936"
2003,PAN,Panama,7.55,24.0,1.0,"4,205763358"
2003,PNG,Pap. New Guinea,6.0,96.0,4.0,"2,164102123"
2003,PRY,Paraguay,6.53,69.0,3.0,"4,320749918"
2003,PER,Peru,7.41,30.0,1.0,"5,15951556"
2003,PHL,Philippines,7.0,53.0,2.0,"4,970363732"
2003,POL,Poland,6.49,73.0,3.0,"3,867159384"
2003,PRT,Portugal,7.39,32.0,1.0,"-0,911116128"
2003,QAT,Qatar,,,,"3,490072229"
2003,ROU,Romania,6.49,73.0,3.0,"5,154284799"
2003,RUS,Russia,5.98,98.0,4.0,"7,295854331"
2003,RWA,Rwanda,6.09,91.0,3.0,"1,451335378"
2003,SAU,Saudi Arabia,,,,"8,287423135"
2003,SEN,Senegal,5.65,108.0,4.0,"6,683228134"
2003,SRB,Serbia,,,,"2,674531082"
2003,SYC,Seychelles,,,,"-6,326278387"
2003,SLE,Sierra Leone,5.36,116.0,4.0,"9,382384967"
2003,SGP,Singapore,8.73,2.0,1.0,"4,435328147"
2003,SVK,Slovak Rep,6.95,56.0,2.0,"4,775027032"
2003,SVN,Slovenia,6.88,60.0,2.0,"2,930049469"
2003,ZAF,South Africa,7.12,45.0,2.0,"2,949074425"
2003,ESP,Spain,7.73,19.0,1.0,"3,089441597"
2003,LKA,Sri Lanka,6.39,78.0,3.0,"5,940269077"
2003,SDN,Sudan,,,,"7,734591821"
2003,SUR,Suriname,,,,"6,010155091"
2003,SWZ,Swaziland,,,,"2,240094011"
2003,SWE,Sweden,7.61,22.0,1.0,"2,335701803"
2003,CHE,Switzerland,8.56,3.0,1.0,"0,021085753"
2003,SYR,Syria,5.13,118.0,4.0,"0,6"
2003,TJK,Tajikistan,,,,11
2003,TZA,Tanzania,6.04,93.0,3.0,"6,886226532"
2003,THA,Thailand,6.73,64.0,3.0,"7,139975323"
2003,TLS,Timor-Leste,,,,"-2,175402535"
2003,TGO,Togo,5.81,105.0,4.0,"4,954397657"
2003,TTO,Trinidad & Tob.,7.38,33.0,2.0,"14,43354266"
2003,TUN,Tunisia,6.19,84.0,3.0,"5,379599248"
2003,TUR,Turkey,6.16,86.0,3.0,"5,265265357"
2003,UGA,Uganda,6.92,58.0,2.0,"6,473258671"
2003,UKR,Ukraine,5.3,117.0,4.0,"9,4"
2003,ARE,Unit. Arab Em.,7.35,36.0,2.0,"8,800540817"
2003,GBR,United Kingdom,8.47,5.0,1.0,"3,948920656"
2003,USA,United States,8.41,6.0,1.0,"2,790924654"
2003,URY,Uruguay,7.01,51.0,2.0,"0,80528392"
2003,VEN,Venezuela,4.39,125.0,4.0,"-7,75530005"
2003,VNM,Vietnam,5.61,111.0,4.0,"6,899063492"
2003,YEM,"Yemen, Rep.",,,,"3,747398199"
2003,ZMB,Zambia,6.79,63.0,2.0,"5,127502521"
